header identifier,digital_origin,language,physical_note,abstract,subject_topical 1,subject_topical 2,subject_topical 3,subject_topical 4,subject_topical 5,subject_topical 6,subject_topical 7,subject_topical 8,subject_geographic 1,subject_geographic 2,subject_name 1,identifier,object_in_context,item_type,date_text,date_single/start,date_end,date_qualifier,public_note,internet_media_type,form,rights,project_initialArticle,project_title,collection,collection_identifier,name,repository,record_source,title,place_of_origin
heilman_12600,reformatted digital,zxx,0.2x magnification,Flame azalea,Flame azalea,Rhododendron calendulaceum,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,,Rhododendron_0869,http://kiva.lib.utk.edu/heilman/items/show/12600,still image,6/8/2003,2003-06-08,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Rhododendron calendulaceum, 0869",Blue Ridge Parkway
heilman_13060,reformatted digital,zxx,,Sunflower,Sunflowers | http://id.loc.gov/authorities/subjects/sh85130542,Helianthus annuus,Fruit | http://id.loc.gov/authorities/subjects/sh85052105,"Plants, Cultivated | http://id.loc.gov/authorities/subjects/sh85102884",,,,,,,,Helianthus_0404,http://kiva.lib.utk.edu/heilman/items/show/13060,still image,8/1/1999,1999-08-01,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Helianthus annuus, 0404",
heilman_12715,reformatted digital,zxx,.75x magnification,Red maple,Red maple | http://id.loc.gov/authorities/subjects/sh85112070,Acer rubrum | http://aims.fao.org/aos/agrovoc/c_73,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,,Patterns_0756,http://kiva.lib.utk.edu/heilman/items/show/12715,still image,3/18/2005,2005-03-18,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Acer rubrum, 0756",
heilman_12725,reformatted digital,zxx,0.2x magnification,,Passiflora sp.,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,"Plants, Cultivated | http://id.loc.gov/authorities/subjects/sh85102884",,,,,,,,,Passiflora_0746,http://kiva.lib.utk.edu/heilman/items/show/12725,still image,9/18/2007,2007-09-18,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Passiflora, species indeterminate, 0746","UT Gardens - Knoxville, TN"
heilman_12437,reformatted digital,zxx,.4x magnification,Tulip; Parrot,Tulips | http://id.loc.gov/authorities/subjects/sh85138521,Tulipa sp.,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,"Plants, Cultivated | http://id.loc.gov/authorities/subjects/sh85102884",,,,,,,,Tulip_1026,http://kiva.lib.utk.edu/heilman/items/show/12437,still image,3/12/2007,2007-03-12,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Tulipa, species indeterminate, 1026","Kroger - Knoxville, TN"
heilman_12392,reformatted digital,zxx,,Mountain woodsorrel,Mountain woodsorrel,Oxalis montana,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,,Wildflowers_1069,http://kiva.lib.utk.edu/heilman/items/show/12392,still image,6/1/1978,1978-06-01,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Oxalis montanasp., 1069",
heilman_12782,reformatted digital,zxx,0.6x magnification,Fire Power; Heavenly Bamboo,Fire Power,Heavenly bamboo | http://id.loc.gov/authorities/subjects/sh2003010835,Nandina domestica,Leaves | http://id.loc.gov/authorities/subjects/sh85075608,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,Nandina_0689,http://kiva.lib.utk.edu/heilman/items/show/12782,still image,11/20/2010,2010-11-20,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Nandina domestica, 0689","UT Gardens - Knoxville, TN"
heilman_12889,reformatted digital,zxx,,Lichens,Lichens | http://id.loc.gov/authorities/subjects/sh85076770,Herpothallon sanguineum,Lichens | http://id.loc.gov/authorities/subjects/sh85076770,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,,Lichens_0575,http://kiva.lib.utk.edu/heilman/items/show/12889,still image,3/1/1967,1967-03-01,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Herpothallon sanguineum, 0575",Cental Florida
heilman_12944,reformatted digital,zxx,0.4x magnification,,Kalanchoe thyrsiflora,Leaves | http://id.loc.gov/authorities/subjects/sh85075608,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,,,Kalanchoe_0520,http://kiva.lib.utk.edu/heilman/items/show/12944,still image,11/2/2010,2010-11-02,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Kalanchoe thyrsiflora, 0520","UT Gardens - Knoxville, TN"
heilman_12583,reformatted digital,zxx,.96x magnification,Rose; My Girl; Water drops,Roses | http://id.loc.gov/authorities/subjects/sh85115443,My Girl,Rosa sp.,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,Rosa_0886,http://kiva.lib.utk.edu/heilman/items/show/12583,still image,5/16/2010,2010-05-16,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Rosa, species indeterminate, 0886","UT Gardens - Knoxville, TN"
heilman_13317,reformatted digital,zxx,0.25x magnification,Yellow birch,Yellow birch | http://id.loc.gov/authorities/subjects/sh85149086,Betula alleghaniensis | http://aims.fao.org/aos/agrovoc/c_26393,Bark | http://id.loc.gov/authorities/subjects/sh85011862,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,,Bark_0142,http://kiva.lib.utk.edu/heilman/items/show/13317,still image,11/25/2001,2001-11-25,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Betula lutea, 0142",Great Smoky Mountains National Park
heilman_13451,reformatted digital,zxx,0.35x magnification,Copperleaf; Haleakala,Copperleaf,Haleakala,Acalypha wilkesiana,Leaves | http://id.loc.gov/authorities/subjects/sh85075608,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,Acalypha_0008,http://kiva.lib.utk.edu/heilman/items/show/13451,still image,10/25/2006,2006-10-25,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Acalypha wilkesiana, 0008","UT Gardens - Knoxville, TN"
heilman_13110,reformatted digital,zxx,,Shepherd's purse; Ovules; Embryo,Shepherd's purse,Ovules | http://id.loc.gov/authorities/subjects/sh85096270,Embryo,Capsella bursa-pastoris,Seeds | http://id.loc.gov/authorities/subjects/sh85119543,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,FruitsSeeds_0357,http://kiva.lib.utk.edu/heilman/items/show/13110,still image,7/1/1978,1978-07-01,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Capsella bursa-pastoris, 0357",
heilman_12662,reformatted digital,zxx,0.4x magnification,Colorado globe blue spruce; Hoopsii,Colorado globe blue spruce,Hoopsii,Picea pungens,Leaves | http://id.loc.gov/authorities/subjects/sh85075608,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,PiceaPungens_0809,http://kiva.lib.utk.edu/heilman/items/show/12662,still image,9/23/2010,2010-09-23,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Picea pungens, 0809","UT Gardens - Knoxville, TN"
heilman_12669,reformatted digital,zxx,.4x magnification,Colorado globe blue spruce,Colorado globe blue spruce,Picea pungens,Leaves | http://id.loc.gov/authorities/subjects/sh85075608,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,,Picea_0803,http://kiva.lib.utk.edu/heilman/items/show/12669,still image,4/14/2009,2009-04-14,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Picea pungens, 0803","UT Gardens - Knoxville, TN"
heilman_13240,reformatted digital,zxx,,Thai Giant,Thai Giant,Colocasia | http://id.loc.gov/authorities/subjects/sh85028468,Leaves | http://id.loc.gov/authorities/subjects/sh85075608,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,,Colocasia_0215,http://kiva.lib.utk.edu/heilman/items/show/13240,still image,7/3/2010,2010-07-03,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Colocasia, species indeterminate, 0215","UT Gardens - Knoxville, TN"
heilman_12506,reformatted digital,zxx,.5x magnification,Along Appalachian Trail / Newfound Gap; ca 1 1/2 m north; Hypnum,Hypnum,Sphagnum sp.,Mosses | http://id.loc.gov/authorities/subjects/sh85087489,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,Appalachian Trail | http://id.loc.gov/authorities/subjects/sh85006076,"Newfound Gap | Coordinates: 35.61121, -83.42488",,Sphagnum_0962,http://kiva.lib.utk.edu/heilman/items/show/12506,still image,11/20/1998,1998-11-20,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Sphagnum, species indeterminate, 0962",Great Smoky Mountains National Park
heilman_13055,reformatted digital,zxx,,Sunflower; Fasciation,Sunflowers | http://id.loc.gov/authorities/subjects/sh85130542,Fasciation | http://id.loc.gov/authorities/subjects/sh87000948,Helianthus annuus,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,"Plants, Cultivated | http://id.loc.gov/authorities/subjects/sh85102884",,,,,,,Helianthus_0409,http://kiva.lib.utk.edu/heilman/items/show/13055,still image,7/1/1974,1974-07-01,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Helianthus annuus, 0409",
heilman_12357,reformatted digital,zxx,.5x magnification,Zinnia; Zesty Pink,Zinnia | http://id.loc.gov/authorities/subjects/sh85149881,Zesty Pink,Zinnia | http://id.loc.gov/authorities/subjects/sh85149881,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,"Plants, Cultivated | http://id.loc.gov/authorities/subjects/sh85102884",,,,,,,Zinnia_1104,http://kiva.lib.utk.edu/heilman/items/show/12357,still image,7/11/2006,2006-07-11,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Zinnia, species indeterminate, 1104","UT Gardens - Knoxville, TN"
heilman_12646,reformatted digital,zxx,,Lace bark pine,Lace bark pine,Pinus bungeana,Leaves | http://id.loc.gov/authorities/subjects/sh85075608,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,,Pine_0825,http://kiva.lib.utk.edu/heilman/items/show/12646,still image,4/30/2009,2009-04-30,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Pinus bungeana, 0825","UT Gardens - Knoxville, TN"
heilman_12396,reformatted digital,zxx,,Mountain laurel; Paul's Gap; Ato 35,Mountain laurel | http://id.loc.gov/authorities/subjects/sh85087782,Kalmia latifolia,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,Paul's Gap,,,Wildflowers_1065,http://kiva.lib.utk.edu/heilman/items/show/12396,still image,6/28/1997,1997-06-28,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Kalmia latifolia, 1065",Great Smoky Mountains National Park
heilman_12997,reformatted digital,zxx,.52x magnification,Hydrangea; Grayswood Lacecap,Hydrangeas | http://id.loc.gov/authorities/subjects/sh85063290,Grayswood Lacecap,Hydrangea serrata,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,"Plants, Cultivated | http://id.loc.gov/authorities/subjects/sh85102884",,,,,,,Hydrangea_0467,http://kiva.lib.utk.edu/heilman/items/show/12997,still image,5/30/2010,2010-05-30,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Hydrangea serrata, 0467","UT Gardens - Knoxville, TN"
heilman_13345,reformatted digital,zxx,".13x magnification, E100s",Hollyhock,Hollyhock | http://id.loc.gov/authorities/subjects/sh2007001036,Alcea althea,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,,Alcea_0114,http://kiva.lib.utk.edu/heilman/items/show/13345,still image,Undated,1934,2005,inferred,Dates inferred from dates of the creator.,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Alcea althea, 0114","UT Gardens - Knoxville, TN"
heilman_12375,reformatted digital,zxx,,Variegata,Variegata,Yucca gloriosa,Leaves | http://id.loc.gov/authorities/subjects/sh85075608,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,,Yucca_1086,http://kiva.lib.utk.edu/heilman/items/show/12375,still image,11/1/2011,2011-11-01,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Yucca gloriosa, 1086","UT Gardens - Knoxville, TN"
heilman_12639,reformatted digital,zxx,.5x magnification,Pine; Pine cone and branch,Pine | http://id.loc.gov/authorities/subjects/sh85102199,Pine cones | http://id.loc.gov/authorities/subjects/sh85102209,Pinus sp.,Cones (Botany) | http://id.loc.gov/authorities/subjects/sh85030819,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,Pine_0832,http://kiva.lib.utk.edu/heilman/items/show/12639,still image,2/28/2010,2010-02-28,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Pinus, species indeterminate, 0832","University of Tennessee, Knoxville"
