header identifier,digital_origin,language,physical_note,abstract,subject_topical 1,subject_topical 2,subject_topical 3,subject_topical 4,subject_topical 5,subject_topical 6,subject_topical 7,subject_topical 8,subject_geographic 1,subject_geographic 2,subject_name 1,identifier,object_in_context,item_type,date_text,date_single/start,date_end,date_qualifier,public_note,internet_media_type,form,rights,project_initialArticle,project_title,collection,collection_identifier,name,repository,record_source,title,place_of_origin
heilman_12361,reformatted digital,zxx,.75x magnification,Zinnia; Umbrella,Zinnia | http://id.loc.gov/authorities/subjects/sh85149881,Umbrella,Zinnia | http://id.loc.gov/authorities/subjects/sh85149881,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,"Plants, Cultivated | http://id.loc.gov/authorities/subjects/sh85102884",,,,,,,Zinnia_1100,http://kiva.lib.utk.edu/heilman/items/show/12361,still image,7/10/2004,2004-07-10,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Zinnia, species indeterminate, 1100","UT Gardens - Knoxville, TN"
heilman_12907,reformatted digital,zxx,,Hobblebush; Spruce-Fir Trail; KX,Hobblebush,Viburnum alnifolium,Leaves | http://id.loc.gov/authorities/subjects/sh85075608,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,Spruce Fir Nature Trail,,,Leaves_0557,http://kiva.lib.utk.edu/heilman/items/show/12907,still image,10/1/1964,1964-10-01,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Viburnum alnifolium, 0557",Great Smoky Mountains National Park
heilman_12482,reformatted digital,zxx,0.6x magnification,Spiderworts; Sweet Katie,Spiderworts,Sweet Katie,Tradescantia sp.,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,Tradescantia_0985,http://kiva.lib.utk.edu/heilman/items/show/12482,still image,5/31/2009,2009-05-31,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Tradescantia, species indeterminate, 0985","UT Gardens - Knoxville, TN"
heilman_12418,reformatted digital,zxx,0.60x magnification,Water on petals,Paeonia sp.,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,,,WaterOnPlants_1043,http://kiva.lib.utk.edu/heilman/items/show/12418,still image,5/12/2009,2009-05-12,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Paeonia, species indeterminate, 1043","UT Gardens - Knoxville, TN"
heilman_12950,reformatted digital,zxx,0.25x magnification,,Kalanchoe thyrsiflora,Leaves | http://id.loc.gov/authorities/subjects/sh85075608,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,,,Kalanchoe_0514,http://kiva.lib.utk.edu/heilman/items/show/12950,still image,10/25/2010,2010-10-25,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Kalanchoe thyrsiflora, 0514","UT Gardens - Knoxville, TN"
heilman_13083,reformatted digital,zxx,"100s, 180 apo -f2.8",Sunflower,Sunflowers | http://id.loc.gov/authorities/subjects/sh85130542,Helianthus annuus,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,"Plants, Cultivated | http://id.loc.gov/authorities/subjects/sh85102884",,,,,,,,Helianthus_0381,http://kiva.lib.utk.edu/heilman/items/show/13083,still image,Undated,1934,2005,inferred,Dates inferred from dates of the creator.,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Helianthus annuus, 0381","UT Gardens - Knoxville, TN"
heilman_13340,reformatted digital,zxx,.08x magnification,,Alocasia | http://aims.fao.org/aos/agrovoc/c_298,Leaves | http://id.loc.gov/authorities/subjects/sh85075608,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,,,Alocasia_0119,http://kiva.lib.utk.edu/heilman/items/show/13340,still image,9/27/2008,2008-09-27,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Alocasia, species indeterminate, 0119","UT Gardens - Knoxville, TN"
heilman_13014,reformatted digital,zxx,0.48x magnification,,Hosta sp.,Leaves | http://id.loc.gov/authorities/subjects/sh85075608,"Plants, Cultivated | http://id.loc.gov/authorities/subjects/sh85102884",,,,,,,,,Hosta_0450,http://kiva.lib.utk.edu/heilman/items/show/13014,still image,4/5/2009,2009-04-05,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Hosta, species indeterminate, 0450","UT Gardens - Knoxville, TN"
heilman_12663,reformatted digital,zxx,0.16x magnification,Colorado globe blue spruce; Hoopsii,Colorado globe blue spruce,Hoopsii,Picea pungens,Leaves | http://id.loc.gov/authorities/subjects/sh85075608,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,PiceaPungens_0808,http://kiva.lib.utk.edu/heilman/items/show/12663,still image,9/23/2010,2010-09-23,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Picea pungens, 0808","UT Gardens - Knoxville, TN"
heilman_12955,reformatted digital,zxx,0.15x magnification,,Kalanchoe thyrsiflora,Leaves | http://id.loc.gov/authorities/subjects/sh85075608,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,,,Kalanchoe_0509,http://kiva.lib.utk.edu/heilman/items/show/12955,still image,10/17/2010,2010-10-17,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Kalanchoe thyrsiflora, 0509","UT Gardens - Knoxville, TN"
heilman_12913,reformatted digital,zxx,,Mountain camellia; Spruce - Fir,Mountain camellia,Spruce | http://id.loc.gov/authorities/subjects/sh85127037,Fir | http://id.loc.gov/authorities/subjects/sh85048446,Stewartia ovata,Leaves | http://id.loc.gov/authorities/subjects/sh85075608,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,Leaves_0551,http://kiva.lib.utk.edu/heilman/items/show/12913,still image,10/1/1974,1974-10-01,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Stewartia ovata, 0551",Great Smoky Mountains National Park
heilman_12475,reformatted digital,zxx,.1x magnification,Yellow wakerobin; Chestnut Top,Yellow wakerobin,Chestnut Top,Trillium luteum,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,Trillium_0992,http://kiva.lib.utk.edu/heilman/items/show/12475,still image,4/20/2006,2006-04-20,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Trillium luteum, 0992",Great Smoky Mountains National Park
heilman_12729,reformatted digital,zxx,,Poppy,Poppies | http://id.loc.gov/authorities/subjects/sh85104900,Papaver sp.,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,"Plants, Cultivated | http://id.loc.gov/authorities/subjects/sh85102884",,,,,,,,Papaver_0742,http://kiva.lib.utk.edu/heilman/items/show/12729,still image,Undated,1934,2005,inferred,Dates inferred from dates of the creator.,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Papaver, species indeterminate, 0742",Along Interstate I-75
heilman_13229,reformatted digital,zxx,0.37x magnification,Dogwood,Dogwoods | http://id.loc.gov/authorities/subjects/sh85038828,Flowering dogwood | http://id.loc.gov/authorities/subjects/sh85049324,Fruit | http://id.loc.gov/authorities/subjects/sh85052105,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,,Cornus_0226,http://kiva.lib.utk.edu/heilman/items/show/13229,still image,11/2/2003,2003-11-02,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Cornus florida, 0226",
heilman_13226,reformatted digital,zxx,0.53x magnification,Pagoda dogwood; Golden Shadow; W. Stackman,Pagoda dogwood,Golden Shadow,W. Stackman,Cornus alternifolia,Leaves | http://id.loc.gov/authorities/subjects/sh85075608,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,Cornus_0229,http://kiva.lib.utk.edu/heilman/items/show/13226,still image,4/17/2010,2010-04-17,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Cornus alternifolia, 0229","UT Gardens - Knoxville, TN"
heilman_13324,reformatted digital,zxx,.75x magnification,,Aster novi-belgii,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,"Plants, Cultivated | http://id.loc.gov/authorities/subjects/sh85102884",,,,,,,,,Aster_0135,http://kiva.lib.utk.edu/heilman/items/show/13324,still image,10/30/2007,2007-10-30,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Aster novi-belgii, 0135","UT Gardens - Knoxville, TN"
heilman_13294,reformatted digital,zxx,"1x magnification, 3.5cm=1x magnification",Ornamental pepper,Ornamental pepper,Capsicum annuum | http://id.loc.gov/authorities/subjects/sh2002012100,Fruit | http://id.loc.gov/authorities/subjects/sh85052105,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,,Capsicum_0158,http://kiva.lib.utk.edu/heilman/items/show/13294,still image,9/18/2003,2003-09-18,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Capsicum annuum, 0158","UT Gardens - Knoxville, TN"
heilman_12405,reformatted digital,zxx,16,,Claytonia virginica,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,,,Wildflowers_1056,http://kiva.lib.utk.edu/heilman/items/show/12405,still image,5/1/1998,1998-05-01,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Claytonia virginica, 1056",Great Smoky Mountains National Park
heilman_13072,reformatted digital,zxx,zoom,Sunflower; Constellation,Sunflowers | http://id.loc.gov/authorities/subjects/sh85130542,Helianthus annuus,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,"Plants, Cultivated | http://id.loc.gov/authorities/subjects/sh85102884",,,,,,,,Helianthus_0392,http://kiva.lib.utk.edu/heilman/items/show/13072,still image,7/20/2008,2008-07-20,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Helianthus annuus, 0392","UT Gardens - Knoxville, TN"
heilman_13161,reformatted digital,zxx,.23x magnification,Purple coneflower; Chimera; Fl. head,Purple coneflower,Chimera,Echinacea sp.,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,Echinacea_0309,http://kiva.lib.utk.edu/heilman/items/show/13161,still image,6/12/2010,2010-06-12,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Echinacea, species indeterminate, 0309","UT Gardens - Knoxville, TN"
heilman_12568,reformatted digital,zxx,.6x magnification,Rose; Radrazz; Rose hip,Roses | http://id.loc.gov/authorities/subjects/sh85115443,Radrazz,Rose hip,Rosa sp.,Fruit | http://id.loc.gov/authorities/subjects/sh85052105,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,Rosa_0901,http://kiva.lib.utk.edu/heilman/items/show/12568,still image,12/13/2006,2006-12-13,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Rosa, species indeterminate, 0901","UT Gardens - Knoxville, TN"
heilman_12499,reformatted digital,zxx,0.3x magnification,Dandelion,Dandelions | http://id.loc.gov/authorities/subjects/sh85035696,Taraxacum officinale,Flowers | http://id.loc.gov/authorities/subjects/sh85049332,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,,Taraxacum_0969,http://kiva.lib.utk.edu/heilman/items/show/12499,still image,3/31/2007,2007-03-31,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Taraxacum officinale, 0969","Forest Glen Dr - Knoxville, TN"
heilman_12648,reformatted digital,zxx,.27x magnification,Golden Japanese red pine,Golden Japanese red pine,Pinus densiflora,Leaves | http://id.loc.gov/authorities/subjects/sh85075608,Cones (Botany) | http://id.loc.gov/authorities/subjects/sh85030819,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,,Pine_0823,http://kiva.lib.utk.edu/heilman/items/show/12648,still image,1/12/2009,2009-01-12,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Pinus densiflora, 0823","UT Gardens - Knoxville, TN"
heilman_13246,reformatted digital,zxx,"0.13x magnification, 81B, Sue's Choice",,Coleus | http://id.loc.gov/authorities/subjects/sh88022690,Leaves | http://id.loc.gov/authorities/subjects/sh85075608,"Plants, Cultivated | http://id.loc.gov/authorities/subjects/sh85102884",,,,,,,,,Coleus_0209,http://kiva.lib.utk.edu/heilman/items/show/13246,still image,5/29/2008,2008-05-29,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Coleus, species indeterminate, 0209","UT Gardens - Knoxville, TN"
heilman_13392,reformatted digital,zxx,.5x magnification,Japanese maple; Dancing Peacock; Aconitifolium; Flash,Japanese maple | http://id.loc.gov/authorities/subjects/sh85069686,Dancing peacock,Aconitifolium,Acer japonicum | http://aims.fao.org/aos/agrovoc/c_65,Leaves | http://id.loc.gov/authorities/subjects/sh85075608,Endemic plants | http://id.loc.gov/authorities/subjects/sh88004248,,,,,,AcerJaponicum_0066,http://kiva.lib.utk.edu/heilman/items/show/13392,still image,12/8/2009,2009-12-08,,,,image/jpeg,photographs | http://vocab.getty.edu/aat/300046300,"Photograph © Alan S. Heilman; Digital Image © 2011 The University of Tennessee Libraries. Creative Commons License Attribution-NonCommercial-NoDerivs 3.0 Unported (CC BY-NC-ND 3.0) with attribution as follows: [Photograph title and item number], The Botanical Photography of Alan S. Heilman, © Alan S. Heilman, © The University of Tennessee Libraries, 2011.",The,Botanical Photography of Alan S. Heilman,Botany Department Photographs,AR.0488,"Heilman, Alan S. | Role: Photographer | Role URI: http://id.loc.gov/vocabulary/relators/pht","University of Tennessee, Knoxville. Special Collections","University of Tennessee, Knoxville. Libraries","Acer japonicum, 0066","UT Gardens - Knoxville, TN"
